Gene_name	Intron_coord	Exons_before	Exons_after
ST3GAL3	chr1:43899727-43911875	1.0	7.0
ST3GAL3	chr1:43815004-43838219	2.0	2.0
ST3GAL3	chr1:43899263-43899509	7.0	3.0
ST3GAL3	chr1:43819236-43838219	0.0	5.0
ST3GAL3	chr1:43814933-43824832	4.0	7.0
ST3GAL3	chr1:43792149-43801282	1.0	9.0
IPO13	chr1:43958599-43958746	10.0	9.0
DPH2	chr1:43970817-43970966	2.0	3.0
DPH2	chr1:43971540-43972158	4.0	1.0
DPH2	chr1:43971220-43971387	1.0	1.0
DPH2	chr1:43970314-43970596	1.0	1.0
DPH2	chr1:43970708-43970906	2.0	3.0
ATP6V0B	chr1:43975307-43975800	2.0	4.0
ATP6V0B	chr1:43975974-43976090	1.0	6.0
ATP6V0B	chr1:43975103-43975800	2.0	4.0
ATP6V0B	chr1:43975107-43975665	1.0	5.0
B4GALT2	chr1:43981486-43981689	1.0	4.0
B4GALT2	chr1:43981473-43981733	1.0	4.0
CCDC24	chr1:43992004-43993890	1.0	4.0
CCDC24	chr1:43992639-43993799	3.0	4.0
CCDC24	chr1:43992004-43992153	1.0	6.0
CCDC24	chr1:43992639-43993840	3.0	4.0
CCDC24	chr1:43992639-43993804	3.0	4.0
DMAP1	chr1:44214898-44217990	3.0	6.0
DMAP1	chr1:44219477-44219780	7.0	2.0
DMAP1	chr1:44214469-44214703	2.0	7.0
RNF220	chr1:44632895-44635545	1.0	9.0
RNF220	chr1:44632212-44632343	2.0	6.0
RNF220	chr1:44644794-44645003	8.0	5.0
ARMH1	chr1:44723906-44724122	1.0	3.0
ARMH1	chr1:44704173-44723803	5.0	5.0
KIF2C	chr1:44747700-44750309	4.0	16.0
RPS8	chr1:44777737-44778000	4.0	1.0
BTBD19	chr1:44810722-44812039	3.0	4.0
BTBD19	chr1:44812522-44812996	3.0	4.0
BTBD19	chr1:44812098-44812458	4.0	3.0
UROD	chr1:45013426-45013594	2.0	5.0
UROD	chr1:45013215-45013355	3.0	5.0
UROD	chr1:45013354-45013575	3.0	4.0
TOE1	chr1:45342643-45342735	6.0	1.0
TOE1	chr1:45342643-45342739	6.0	1.0
TOE1	chr1:45340542-45341073	0.0	7.0
TOE1	chr1:45340605-45341073	0.0	7.0
MMACHC	chr1:45500413-45507305	1.0	2.0
AKR1A1	chr1:45569006-45569143	6.0	1.0
NASP	chr1:45602365-45604917	3.0	5.0
MAST2	chr1:46031585-46032266	24.0	4.0
MAST2	chr1:46031585-46032263	24.0	4.0
MAST2	chr1:45824580-45829464	2.0	26.0
MAST2	chr1:46030785-46031007	21.0	7.0
MAST2	chr1:45829699-45882364	2.0	26.0
MAST2	chr1:46030761-46030991	22.0	6.0
MAST2	chr1:45824580-45829467	2.0	26.0
RAD54L	chr1:46248408-46248486	1.0	16.0
RAD54L	chr1:46270785-46271368	0.0	1.0
RAD54L	chr1:46261074-46261261	6.0	11.0
RAD54L	chr1:46273465-46274138	0.0	3.0
RAD54L	chr1:46271442-46272466	9.0	8.0
RAD54L	chr1:46248623-46250000	2.0	15.0
UQCRH	chr1:46310044-46310155	1.0	2.0
UQCRH	chr1:46309143-46310155	2.0	1.0
NSUN4	chr1:46340919-46344782	1.0	1.0
NSUN4	chr1:46341497-46344801	0.0	2.0
FAAH	chr1:46410497-46410671	10.0	4.0
FAAH	chr1:46410497-46410603	10.0	4.0
FAAH	chr1:46410854-46411320	11.0	3.0
FAAH	chr1:46405505-46405619	4.0	10.0
FAAH	chr1:46409198-46410403	9.0	5.0
OSBPL9	chr1:51756995-51760690	1.0	15.0
OSBPL9	chr1:51652041-51714003	0.0	2.0
OSBPL9	chr1:51756358-51760666	2.0	14.0
OSBPL9	chr1:51669814-51714003	2.0	21.0
OSBPL9	chr1:51617221-51640823	0.0	2.0
OSBPL9	chr1:51765981-51772605	0.0	3.0
BTF3L4	chr1:52065408-52086112	1.0	2.0
BTF3L4	chr1:52060659-52064825	0.0	3.0
PRPF38A	chr1:52405313-52405680	0.0	9.0
PRPF38A	chr1:52404879-52405260	1.0	8.0
ZYG11B	chr1:52757310-52771020	1.0	12.0
ZYG11B	chr1:52801952-52802092	9.0	4.0
ZYG11A	chr1:52864157-52866541	2.0	8.0
ZYG11A	chr1:52867777-52877773	7.0	3.0
SCP2	chr1:53015043-53038917	0.0	1.0
CPT2	chr1:53197507-53200719	0.0	4.0
ACOT11	chr1:54548619-54584655	0.0	15.0
TTC4	chr1:54716717-54717497	2.0	7.0
LEXM	chr1:54814134-54814914	6.0	3.0
HOOK1	chr1:59862877-59863825	16.0	5.0
HOOK1	chr1:59822090-59828780	1.0	4.0
HOOK1	chr1:59865972-59868231	19.0	2.0
HOOK1	chr1:59815351-59821858	0.0	5.0
PATJ	chr1:61833756-61856030	16.0	25.0
PATJ	chr1:61827583-61833358	15.0	26.0
PATJ	chr1:62129579-62148284	39.0	2.0
PATJ	chr1:61856239-61861535	17.0	24.0
PATJ	chr1:61766478-61769283	3.0	38.0
PATJ	chr1:62117218-62121186	37.0	4.0
PATJ	chr1:61787972-61791353	7.0	34.0
PATJ	chr1:61856239-61861555	17.0	24.0
ALG6	chr1:63371287-63396513	0.0	7.0
ALG6	chr1:63407126-63411255	7.0	2.0
ALG6	chr1:63412061-63414071	8.0	5.0
ALG6	chr1:63414146-63415818	9.0	4.0
ALG6	chr1:63411331-63411682	7.0	2.0
ALG6	chr1:63411806-63411926	6.0	1.0
ALG6	chr1:63411155-63411926	7.0	2.0
EFCAB7	chr1:63525759-63531330	1.0	11.0
EFCAB7	chr1:63551834-63555353	7.0	5.0
EFCAB7	chr1:63525759-63531923	1.0	11.0
EFCAB7	chr1:63568519-63571025	11.0	1.0
PGM1	chr1:63648680-63651669	7.0	3.0
AK4	chr1:65149140-65190710	0.0	4.0
LEPR	chr1:65592865-65596453	4.0	13.0
LEPR	chr1:65601682-65601901	7.0	10.0
MIER1	chr1:66925381-66926142	0.0	14.0
MIER1	chr1:66925534-66926142	0.0	14.0
IL23R	chr1:67182959-67200808	3.0	6.0
IL23R	chr1:67182959-67200742	3.0	6.0
IL12RB2	chr1:67322372-67326735	1.0	11.0
SRSF11	chr1:70221839-70228465	1.0	10.0
SRSF11	chr1:70228555-70231859	2.0	9.0
SRSF11	chr1:70228555-70230557	0.0	1.0
SRSF11	chr1:70228555-70229210	0.0	1.0
SRSF11	chr1:70247149-70249952	8.0	3.0
SRSF11	chr1:70228555-70231095	0.0	1.0
CTH	chr1:70430394-70431963	6.0	4.0
CTH	chr1:70411656-70415956	0.0	10.0
FPGT-TNNI3K	chr1:74199845-74201318	2.0	2.0
FPGT-TNNI3K	chr1:74336149-74342083	9.0	17.0
FPGT	chr1:74199831-74200692	2.0	1.0
TNNI3K	chr1:74336149-74342083	7.0	17.0
TYW3	chr1:74733531-74736542	0.0	4.0
ACADM	chr1:75733149-75734791	3.0	1.0
ACADM	chr1:75734875-75739980	6.0	4.0
ACADM	chr1:75740110-75745835	7.0	4.0
ACADM	chr1:75732741-75732860	3.0	7.0
ACADM	chr1:75732741-75732838	3.0	1.0
ACADM	chr1:75734869-75739980	6.0	4.0
ACADM	chr1:75732745-75732853	3.0	7.0
RABGGTB	chr1:75786797-75787497	0.0	3.0
RABGGTB	chr1:75786274-75786700	1.0	2.0
RABGGTB	chr1:75786916-75787497	0.0	3.0
RABGGTB	chr1:75790517-75791285	3.0	5.0
RABGGTB	chr1:75786965-75787497	0.0	3.0
RABGGTB	chr1:75786865-75787497	0.0	3.0
RABGGTB	chr1:75791571-75792197	6.0	2.0
MSH4	chr1:75815136-75816470	5.0	14.0
MIGA1	chr1:77779967-77783238	0.0	15.0
MIGA1	chr1:77860580-77861224	10.0	5.0
MIGA1	chr1:77779736-77783243	1.0	14.0
IFI44L	chr1:78641121-78641505	3.0	1.0
IFI44L	chr1:78635489-78637100	1.0	3.0
IFI44	chr1:78660691-78662704	6.0	1.0
IFI44	chr1:78661456-78662704	5.0	2.0
ADGRL2	chr1:81988426-81990391	0.0	1.0
ADGRL2	chr1:81936837-81941193	3.0	17.0
RPF1	chr1:84496072-84496244	6.0	2.0
RPF1	chr1:84495455-84495884	6.0	2.0
SPATA1	chr1:84532974-84533713	7.0	5.0
SPATA1	chr1:84532974-84533622	6.0	6.0
DNAI3	chr1:85108177-85109575	13.0	7.0
DNAI3	chr1:85093648-85093774	7.0	13.0
PKN2	chr1:88741020-88760222	2.0	8.0
PKN2	chr1:88807604-88807694	14.0	7.0
PKN2	chr1:88805671-88805902	11.0	10.0
PKN2	chr1:88828641-88832744	18.0	3.0
ZNF326	chr1:90005244-90007634	4.0	7.0
ZNF326	chr1:90005244-90010088	2.0	1.0
CDC7	chr1:91514997-91515742	8.0	2.0
RPAP2	chr1:92301586-92303977	6.0	5.0
RPAP2	chr1:92301590-92303238	3.0	8.0
RPAP2	chr1:92300502-92301476	1.0	10.0
MTF2	chr1:93120894-93127232	5.0	6.0
MTF2	chr1:93110630-93114688	3.0	11.0
MTF2	chr1:93079531-93110327	1.0	13.0
CCDC18	chr1:93205631-93207111	7.0	20.0
CCDC18	chr1:93239896-93246838	0.0	4.0
CCDC18	chr1:93203139-93205510	0.0	4.0
CCDC18	chr1:93203075-93205510	0.0	4.0
CCDC18	chr1:93193744-93197116	0.0	4.0
CCDC18	chr1:93203143-93205510	0.0	4.0
CCDC18	chr1:93193744-93200685	0.0	4.0
CCDC18	chr1:93221940-93226333	15.0	12.0
CCDC18	chr1:93207402-93210802	8.0	19.0
CCDC18	chr1:93201988-93203037	0.0	4.0
CCDC18	chr1:93237380-93239310	0.0	4.0
CCDC18	chr1:93218652-93221609	12.0	15.0
CCDC18	chr1:93236390-93237262	0.0	4.0
CCDC18	chr1:93214961-93216636	11.0	16.0
RWDD3	chr1:95244715-95246542	1.0	2.0
RWDD3	chr1:95244751-95246542	1.0	2.0
RWDD3	chr1:95244720-95246542	1.0	2.0
AGL	chr1:99897122-99900636	23.0	9.0
AGL	chr1:99874810-99875158	7.0	25.0
TRMT13	chr1:100140514-100140865	6.0	4.0
TRMT13	chr1:100140514-100140845	6.0	4.0
TRMT13	chr1:100144143-100148172	9.0	1.0
TRMT13	chr1:100140514-100140967	6.0	4.0
TRMT13	chr1:100136928-100137024	2.0	3.0
TRMT13	chr1:100144143-100148093	9.0	1.0
RTCA	chr1:100268295-100270579	3.0	7.0
RTCA	chr1:100266624-100268074	2.0	8.0
RTCA	chr1:100266624-100268137	2.0	8.0
CDC14A	chr1:100353494-100353762	0.0	15.0
CDC14A	chr1:100353571-100353762	0.0	15.0
CDC14A	chr1:100390824-100424023	4.0	10.0
CDC14A	chr1:100498199-100498929	14.0	1.0
CDC14A	chr1:100494930-100496007	12.0	2.0
CDC14A	chr1:100353451-100353762	0.0	15.0
VCAM1	chr1:100720751-100723120	2.0	6.0
SLC30A7	chr1:100921841-100961655	8.0	2.0
SLC30A7	chr1:100896671-100906553	2.0	8.0
SLC30A7	chr1:100912246-100913663	5.0	5.0
SLC30A7	chr1:100896671-100906857	2.0	8.0
RNPC3	chr1:103537484-103540790	7.0	6.0
RNPC3	chr1:103546808-103546977	10.0	3.0
RNPC3	chr1:103546342-103546583	11.0	2.0
RNPC3	chr1:103527742-103533773	2.0	11.0
AMY2B	chr1:103572256-103573121	3.0	6.0
AMY2B	chr1:103571770-103572154	1.0	8.0
AMY2B	chr1:103573260-103573817	3.0	6.0
FAM102B	chr1:108628812-108629588	8.0	2.0
PRPF38B	chr1:108696337-108697947	4.0	1.0
PRPF38B	chr1:108695780-108696043	2.0	3.0
PRPF38B	chr1:108696351-108698604	4.0	1.0
PRPF38B	chr1:108693333-108695702	0.0	5.0
STXBP3	chr1:108747545-108752257	0.0	18.0
STXBP3	chr1:108756766-108758517	5.0	13.0
STXBP3	chr1:108759223-108759985	4.0	14.0
STXBP3	chr1:108753144-108756508	3.0	15.0
STXBP3	chr1:108796269-108796620	14.0	4.0
GPSM2	chr1:108914408-108918376	10.0	3.0
GPSM2	chr1:108919150-108922417	10.0	3.0
TMEM167B	chr1:109091748-109092890	0.0	2.0
ELAPOR1	chr1:109173837-109188177	5.0	14.0
ELAPOR1	chr1:109201417-109202944	20.0	1.0
SARS1	chr1:109214128-109223982	1.0	9.0
ATXN7L2	chr1:109484831-109485332	0.0	2.0
ATXN7L2	chr1:109486304-109486506	1.0	9.0
ATXN7L2	chr1:109484080-109485332	1.0	9.0
ATXN7L2	chr1:109489100-109489283	7.0	3.0
ATXN7L2	chr1:109484831-109486057	0.0	10.0
ATXN7L2	chr1:109491862-109492027	9.0	1.0
ATXN7L2	chr1:109486677-109487007	3.0	7.0
ATXN7L2	chr1:109484080-109484767	1.0	1.0
ATXN7L2	chr1:109489706-109489930	6.0	4.0
ATXN7L2	chr1:109484080-109484651	1.0	1.0
CYB561D1	chr1:109494154-109494520	1.0	1.0
AMPD2	chr1:109627518-109627778	8.0	9.0
AMPD2	chr1:109621266-109625662	1.0	14.0
AMPD2	chr1:109629490-109629800	14.0	3.0
AMPD2	chr1:109628277-109628369	10.0	7.0
AMPD2	chr1:109629486-109629796	14.0	3.0
AMPD2	chr1:109625805-109626160	2.0	15.0
AMPD2	chr1:109627330-109627429	6.0	11.0
AMPD2	chr1:109628495-109628627	11.0	6.0
GSTM4	chr1:109659959-109661165	6.0	1.0
GSTM4	chr1:109657279-109657350	3.0	4.0
GSTM2	chr1:109671382-109671448	6.0	1.0
GSTM2	chr1:109670234-109671287	4.0	3.0
CSF1	chr1:109914381-109915519	2.0	5.0
CSF1	chr1:109915696-109917297	3.0	4.0
AHCYL1	chr1:110016725-110017495	9.0	6.0
AHCYL1	chr1:110018650-110018875	12.0	3.0
AHCYL1	chr1:110011357-110012387	2.0	13.0
STRIP1	chr1:110037960-110038185	2.0	18.0
STRIP1	chr1:110050547-110050956	15.0	3.0
STRIP1	chr1:110043856-110044319	8.0	10.0
STRIP1	chr1:110043851-110044840	8.0	10.0
STRIP1	chr1:110039937-110040635	2.0	16.0
STRIP1	chr1:110044442-110044840	7.0	11.0
STRIP1	chr1:110039468-110040635	3.0	15.0
STRIP1	chr1:110043856-110044380	8.0	10.0
STRIP1	chr1:110039515-110039824	3.0	15.0
CEPT1	chr1:111174963-111182287	4.0	3.0
CHI3L2	chr1:111239363-111241327	7.0	2.0
CHI3L2	chr1:111230531-111230742	1.0	8.0
ATP5PB	chr1:111449873-111456086	0.0	4.0
C1orf162	chr1:111477078-111477334	1.0	3.0
DDX20	chr1:111759568-111760478	3.0	7.0
DDX20	chr1:111760865-111760987	4.0	6.0
DDX20	chr1:111760848-111760974	5.0	5.0
CAPZA1	chr1:112619883-112646755	1.0	8.0
MOV10	chr1:112698478-112698638	15.0	4.0
MOV10	chr1:112699500-112699685	15.0	4.0
MOV10	chr1:112698789-112699458	16.0	3.0
MOV10	chr1:112696283-112696437	11.0	8.0
MOV10	chr1:112698789-112699508	16.0	3.0
LRIG2	chr1:113092231-113093206	1.0	16.0
LRIG2	chr1:113099212-113100211	8.0	9.0
LRIG2	chr1:113074226-113091318	0.0	17.0
LRIG2	chr1:113093288-113093430	2.0	15.0
LRIG2	chr1:113096365-113098544	8.0	9.0
LRIG2	chr1:113092216-113093206	1.0	16.0
HIPK1	chr1:113962438-113962635	7.0	6.0
HIPK1	chr1:113941085-113952766	1.0	13.0
HIPK1	chr1:113962682-113963387	6.0	7.0
HIPK1	chr1:113940566-113952766	1.0	13.0
HIPK1	chr1:113952889-113954626	1.0	12.0
VANGL1	chr1:115651488-115659641	1.0	5.0
SLC22A15	chr1:116027216-116031366	4.0	7.0
SLC22A15	chr1:116027216-116031403	4.0	1.0
SLC22A15	chr1:116064512-116066520	10.0	1.0
TTF2	chr1:117097433-117098206	21.0	1.0
TTF2	chr1:117090623-117091324	15.0	7.0
TTF2	chr1:117060561-117062387	1.0	21.0
TTF2	chr1:117098238-117098833	20.0	2.0
PHGDH	chr1:119727102-119729509	0.0	7.0
PHGDH	chr1:119724967-119726851	0.0	7.0
PHGDH	chr1:119724957-119726851	0.0	7.0
PHGDH	chr1:119724469-119726851	0.0	7.0
PHGDH	chr1:119723441-119724319	0.0	7.0
PHGDH	chr1:119712160-119721267	1.0	2.0
PHGDH	chr1:119724875-119726851	0.0	7.0
PHGDH	chr1:119723441-119724785	0.0	7.0
PHGDH	chr1:119721654-119723376	1.0	2.0
PHGDH	chr1:119712160-119721256	5.0	6.0
PHGDH	chr1:119721334-119723376	1.0	2.0
PHGDH	chr1:119729633-119734634	0.0	7.0
NBPF8	chr1:120455460-120459292	11.0	8.0
NBPF8	chr1:120460624-120461334	13.0	6.0
NBPF8	chr1:120459530-120460497	12.0	7.0
NBPF26	chr1:120832983-120833683	23.0	6.0
FAM72D	chr1:145099739-145103007	1.0	2.0
FAM72D	chr1:145099065-145103073	2.0	1.0
GPR89A	chr1:145616293-145618111	2.0	11.0
GPR89A	chr1:145623160-145623593	3.0	9.0
GPR89A	chr1:145643978-145645647	7.0	5.0
GPR89A	chr1:145616293-145618299	2.0	11.0
POLR3C	chr1:145840165-145840974	12.0	1.0
POLR3C	chr1:145826492-145826820	2.0	11.0
POLR3C	chr1:145833364-145833474	5.0	8.0
NUDT17	chr1:145847719-145848095	6.0	1.0
NBPF12	chr1:146979010-146982853	16.0	14.0
NBPF12	chr1:146983011-146984134	18.0	12.0
CHD1L	chr1:147255927-147259837	0.0	4.0
CHD1L	chr1:147243167-147252623	0.0	5.0
CHD1L	chr1:147252735-147254898	2.0	8.0
CHD1L	chr1:147271195-147272171	10.0	12.0
CHD1L	chr1:147272281-147272447	0.0	22.0
CHD1L	chr1:147294014-147294384	0.0	22.0
CHD1L	chr1:147271113-147272171	10.0	12.0
CHD1L	chr1:147286432-147287635	7.0	4.0
CHD1L	chr1:147293722-147293925	10.0	1.0
CHD1L	chr1:147259918-147264429	6.0	4.0
CHD1L	chr1:147272630-147275354	11.0	11.0
CHD1L	chr1:147266801-147267426	7.0	3.0
CHD1L	chr1:147256570-147259837	4.0	6.0
GPR89B	chr1:147943544-147943977	4.0	9.0
GPR89B	chr1:147966663-147968358	8.0	2.0
GPR89B	chr1:147966663-147968332	8.0	2.0
GPR89B	chr1:147936686-147938505	2.0	2.0
PDE4DIP	chr1:148889894-148931800	0.0	2.0
PDE4DIP	chr1:149018661-149019491	37.0	8.0
PDE4DIP	chr1:149031224-149031944	45.0	1.0
PDE4DIP	chr1:148889894-148937747	0.0	2.0
PDE4DIP	chr1:148979849-149026715	0.0	2.0
ENSG00000286185	chr1:149482226-149486055	6.0	86.0
NBPF19	chr1:149482226-149486055	6.0	86.0
VPS45	chr1:150068356-150068630	0.0	14.0
VPS45	chr1:150067950-150068610	1.0	13.0
VPS45	chr1:150143066-150144709	11.0	1.0
VPS45	chr1:150077360-150077669	5.0	9.0
VPS45	chr1:150082951-150091937	9.0	5.0
VPS45	chr1:150092409-150093534	12.0	2.0
VPS45	chr1:150082051-150082716	8.0	6.0
VPS45	chr1:150077779-150081407	7.0	7.0
PLEKHO1	chr1:150157015-150157372	4.0	1.0
PLEKHO1	chr1:150156206-150156859	3.0	2.0
C1orf54	chr1:150275799-150276527	3.0	1.0
C1orf54	chr1:150272863-150273848	1.0	3.0
PRPF3	chr1:150325881-150327557	2.0	12.0
PRPF3	chr1:150338326-150340403	7.0	7.0
PRPF3	chr1:150344261-150344376	10.0	4.0
PRPF3	chr1:150346501-150349157	13.0	1.0
TARS2	chr1:150487516-150487862	1.0	12.0
TARS2	chr1:150491511-150492411	3.0	1.0
TARS2	chr1:150487490-150487858	1.0	12.0
SETDB1	chr1:150927974-150929998	1.0	19.0
BNIPL	chr1:151043727-151044880	0.0	8.0
BNIPL	chr1:151045033-151045797	0.0	8.0
GABPB2	chr1:151107222-151117415	6.0	1.0
GABPB2	chr1:151088297-151090458	1.0	6.0
SCNM1	chr1:151167414-151168194	4.0	1.0
SCNM1	chr1:151167414-151168149	4.0	1.0
PIP5K1A	chr1:151233398-151234197	5.0	8.0
PIP5K1A	chr1:151199187-151224245	0.0	13.0
PIP5K1A	chr1:151199187-151224248	0.0	13.0
PSMD4	chr1:151266198-151266308	6.0	3.0
ZNF687	chr1:151282410-151286275	0.0	1.0
PSMB4	chr1:151400185-151400442	2.0	4.0
SNX27	chr1:151612512-151658235	1.0	9.0
SNX27	chr1:151612441-151638888	1.0	10.0
SNX27	chr1:151612381-151638888	1.0	10.0
SNX27	chr1:151639105-151658235	2.0	9.0
SNX27	chr1:151666011-151668519	6.0	5.0
SNX27	chr1:151658427-151659584	0.0	9.0
SNX27	chr1:151683445-151689385	0.0	9.0
SNX27	chr1:151689446-151692435	0.0	9.0
OAZ3	chr1:151767299-151767960	3.0	2.0
SNAPIN	chr1:153658886-153659119	1.0	2.0
NPR1	chr1:153687356-153687590	13.0	8.0
NPR1	chr1:153682197-153682498	3.0	18.0
NPR1	chr1:153683240-153683376	4.0	17.0
INTS3	chr1:153760918-153761020	13.0	16.0
INTS3	chr1:153757763-153761570	0.0	1.0
INTS3	chr1:153761109-153761570	12.0	17.0
INTS3	chr1:153765063-153767720	20.0	9.0
INTS3	chr1:153729299-153740651	0.0	29.0
CREB3L4	chr1:153968682-153968930	1.0	7.0
CREB3L4	chr1:153969753-153972744	2.0	6.0
RPS27	chr1:153990802-153990914	1.0	2.0
RPS27	chr1:153991034-153991115	0.0	3.0
UBAP2L	chr1:154241797-154243217	7.0	18.0
ATP8B2	chr1:154328172-154330325	3.0	23.0
ATP8B2	chr1:154331505-154331578	5.0	21.0
ATP8B2	chr1:154329312-154330396	0.0	26.0
ATP8B2	chr1:154337544-154340537	11.0	15.0
ATP8B2	chr1:154344254-154344373	18.0	8.0
ATP8B2	chr1:154331467-154331606	5.0	21.0
IL6R	chr1:154434700-154434995	4.0	2.0
CKS1B	chr1:154975624-154977987	0.0	2.0
CKS1B	chr1:154975608-154977987	0.0	2.0
CKS1B	chr1:154975104-154977987	0.0	2.0
FLAD1	chr1:154988849-154989580	2.0	4.0
FLAD1	chr1:154990528-154992565	5.0	1.0
ADAM15	chr1:155061193-155061415	19.0	2.0
ADAM15	chr1:155054506-155055787	6.0	14.0
ADAM15	chr1:155053988-155054083	4.0	16.0
ADAM15	chr1:155054506-155055702	6.0	14.0
ADAM15	chr1:155051465-155052517	1.0	19.0
ADAM15	chr1:155060832-155061114	19.0	2.0
ADAM15	chr1:155062117-155062245	19.0	2.0
EFNA4	chr1:155064560-155066730	0.0	3.0
EFNA4-EFNA3	chr1:155085642-155085877	1.0	3.0
EFNA3	chr1:155085642-155085877	1.0	3.0
SLC50A1	chr1:155136396-155137561	2.0	2.0
TRIM46	chr1:155175272-155175386	0.0	9.0
TRIM46	chr1:155174641-155175386	0.0	8.0
MTX1	chr1:155210435-155210548	4.0	3.0
MTX1	chr1:155211546-155212127	2.0	5.0
HCN3	chr1:155285852-155287173	6.0	1.0
HCN3	chr1:155282840-155283951	2.0	5.0
FDPS	chr1:155310453-155312255	1.0	8.0
RUSC1	chr1:155325490-155325601	3.0	4.0
MSTO1	chr1:155610961-155611039	1.0	12.0
MSTO1	chr1:155612975-155613092	10.0	3.0
MSTO1	chr1:155611852-155611983	6.0	7.0
MSTO1	chr1:155612570-155612806	9.0	4.0
MSTO1	chr1:155611291-155611427	4.0	9.0
MSTO1	chr1:155611827-155611921	6.0	7.0
MSTO1	chr1:155613233-155613466	11.0	2.0
MSTO1	chr1:155610332-155610394	2.0	11.0
MSTO1	chr1:155611827-155611988	6.0	7.0
MSTO1	chr1:155610332-155610381	1.0	12.0
MSTO1	chr1:155612570-155612867	9.0	4.0
MSTO1	chr1:155611291-155611411	4.0	9.0
MSTO1	chr1:155610337-155610425	1.0	12.0
DAP3	chr1:155726019-155726134	0.0	6.0
LMNA	chr1:156126949-156130617	0.0	12.0
LMNA	chr1:156134523-156134805	3.0	8.0
LMNA	chr1:156137203-156137654	9.0	2.0
LMNA	chr1:156136549-156136921	7.0	4.0
SEMA4A	chr1:156158486-156158702	5.0	8.0
SEMA4A	chr1:156160638-156160905	5.0	8.0
SEMA4A	chr1:156154985-156156414	1.0	12.0
SEMA4A	chr1:156158486-156158672	4.0	9.0
PMF1	chr1:156213176-156220677	0.0	2.0
PMF1	chr1:156225668-156232320	0.0	2.0
TMEM79	chr1:156285267-156285525	1.0	1.0
TTC24	chr1:156585203-156585713	7.0	2.0
TTC24	chr1:156583170-156583322	3.0	6.0
TTC24	chr1:156583959-156584877	4.0	5.0
NAXE	chr1:156591986-156592105	1.0	4.0
BCAN	chr1:156647394-156647508	1.0	1.0
BCAN	chr1:156647175-156647346	2.0	10.0
METTL25B	chr1:156734459-156735725	6.0	1.0
METTL25B	chr1:156733625-156734009	4.0	3.0
PRCC	chr1:156791133-156791697	0.0	5.0
PRCC	chr1:156768239-156782286	2.0	4.0
CD1D	chr1:158183156-158183931	4.0	1.0
CD1D	chr1:158182434-158182878	3.0	2.0
CD1D	chr1:158182177-158182878	3.0	2.0
ATP1A4	chr1:160167429-160171251	10.0	11.0
ATP1A4	chr1:160176562-160177519	17.0	4.0
NCSTN	chr1:160350250-160351696	5.0	9.0
NCSTN	chr1:160353501-160354118	9.0	7.0
NCSTN	chr1:160353237-160353323	10.0	6.0
NCSTN	chr1:160350250-160351200	6.0	10.0
NCSTN	chr1:160343481-160344476	1.0	4.0
NCSTN	chr1:160356754-160357129	15.0	1.0
NCSTN	chr1:160343888-160344722	0.0	5.0
NCSTN	chr1:160344614-160344722	1.0	5.0
SLAMF7	chr1:160739750-160748194	0.0	3.0
LY9	chr1:160819374-160823362	7.0	2.0
LY9	chr1:160800082-160813581	2.0	7.0
LY9	chr1:160824289-160827748	0.0	5.0
LY9	chr1:160827019-160827748	0.0	5.0
LY9	chr1:160796311-160799686	1.0	8.0
NIT1	chr1:161118239-161118786	0.0	6.0
NIT1	chr1:161119388-161119493	3.0	3.0
NIT1	chr1:161118237-161118786	0.0	6.0
NIT1	chr1:161118209-161118786	0.0	6.0
UFC1	chr1:161154070-161156950	1.0	4.0
USP21	chr1:161162726-161162923	4.0	7.0
USP21	chr1:161163981-161164168	7.0	4.0
USP21	chr1:161163922-161164164	7.0	4.0
PPOX	chr1:161167486-161167610	3.0	8.0
PPOX	chr1:161170949-161176849	2.0	1.0
PPOX	chr1:161168127-161168445	5.0	6.0
PPOX	chr1:161168127-161168413	4.0	7.0
PPOX	chr1:161167234-161167995	0.0	9.0
PPOX	chr1:161167707-161167995	2.0	1.0
PPOX	chr1:161167234-161167355	2.0	9.0
PPOX	chr1:161167234-161167339	2.0	9.0
PPOX	chr1:161167234-161168993	2.0	1.0
NDUFS2	chr1:161212480-161213090	10.0	3.0
NDUFS2	chr1:161202480-161203403	1.0	11.0
NDUFS2	chr1:161214020-161214156	12.0	1.0
NDUFS2	chr1:161210710-161212403	9.0	4.0
NDUFS2	chr1:161209595-161209843	5.0	7.0
NDUFS2	chr1:161214053-161214156	12.0	1.0
NDUFS2	chr1:161212654-161213090	11.0	3.0
NDUFS2	chr1:161214032-161214156	12.0	1.0
NDUFS2	chr1:161212480-161213087	10.0	3.0
TOMM40L	chr1:161227989-161228212	6.0	2.0
SDHC	chr1:161314874-161323614	0.0	4.0
FCGR2A	chr1:161511602-161513895	4.0	2.0
FCGR2A	chr1:161514600-161517975	5.0	1.0
FCGR2A	chr1:161510074-161510841	4.0	2.0
FCGR2A	chr1:161506707-161509820	2.0	4.0
FCGR2A	chr1:161514874-161517975	5.0	1.0
FCGR2A	chr1:161518137-161519589	0.0	2.0
FCGR2C	chr1:161581549-161588422	2.0	4.0
FCGR2C	chr1:161589819-161591144	2.0	4.0
FCGR2C	chr1:161590218-161591144	2.0	4.0
FCGR2C	chr1:161588442-161589562	2.0	4.0
FCGR2C	chr1:161588442-161589565	2.0	4.0
