Gene_name	Intron_coord	distance_from_start
DDR2	chr1:162756638-162759796	909
HSD17B7	chr1:162806290-162812298	2250
HSD17B7	chr1:162796677-162797828	336
HSD17B7	chr1:162799937-162800213	66
HSD17B7	chr1:162799937-162802832	1086
HSD17B7	chr1:162790835-162792565	45
NUF2	chr1:163343870-163345682	1908
NUF2	chr1:163339477-163340368	1185
NUF2	chr1:163328304-163328458	663
NUF2	chr1:163327562-163327898	537
NUF2	chr1:163328530-163328846	600
NUF2	chr1:163327930-163328228	336
MGST3	chr1:165652035-165653697	519
UCK2	chr1:165904167-165905921	198
POGK	chr1:166846810-166847494	429
POU2F1	chr1:167412946-167413026	3732
POU2F1	chr1:167413971-167415500	3825
POU2F1	chr1:167396576-167397994	2502
MPZL1	chr1:167772488-167773238	741
DCAF6	chr1:168002575-168003902	2241
DCAF6	chr1:168045227-168063646	3375
DCAF6	chr1:167937252-167951800	141
XCL1	chr1:168580207-168581052	180
BLZF1	chr1:169377235-169378330	525
BLZF1	chr1:169378480-169380481	1065
C1orf112	chr1:169806088-169807897	1116
C1orf112	chr1:169851874-169852790	7305
C1orf112	chr1:169850566-169851817	6420
C1orf112	chr1:169847803-169849505	5397
C1orf112	chr1:169807929-169821400	1401
C1orf112	chr1:169827840-169829339	2046
GORAB	chr1:170532627-170533464	309
GORAB	chr1:170532403-170533464	405
GORAB	chr1:170532627-170539210	309
GORAB	chr1:170539571-170542491	849
GORAB	chr1:170532403-170539210	435
FMO4	chr1:171332908-171334599	1434
PRRC2C	chr1:171522556-171523221	1062
METTL13	chr1:171784039-171785879	1146
METTL13	chr1:171787930-171790000	1812
METTL13	chr1:171784499-171785887	1101
SUCO	chr1:172603150-172608747	3105
SUCO	chr1:172553305-172555869	396
KLHL20	chr1:173753554-173755923	2172
KLHL20	chr1:173756878-173756976	2310
KLHL20	chr1:173756038-173756798	2319
DARS2	chr1:173856856-173857518	2952
RABGAP1L	chr1:174252773-174272414	1305
RABGAP1L	chr1:174250632-174251790	1200
RABGAP1L	chr1:174958173-174969277	321
TEX35	chr1:178515915-178516593	771
RALGPS2	chr1:178885204-178885969	2646
FAM20B	chr1:179044841-179050279	381
FAM20B	chr1:179050632-179054529	474
FAM20B	chr1:179066914-179071913	1002
FAM20B	chr1:179054634-179063927	753
TOR3A	chr1:179082387-179082719	294
TOR3A	chr1:179082335-179082940	459
TOR3A	chr1:179082387-179082785	309
AXDND1	chr1:179528431-179532970	4704
TOR1AIP1	chr1:179904767-179907823	807
TOR1AIP1	chr1:179883760-179884692	225
TOR1AIP1	chr1:179884769-179887829	87
TOR1AIP1	chr1:179883308-179884692	588
TOR1AIP1	chr1:179904022-179904652	87
TOR1AIP1	chr1:179887959-179889313	87
TOR1AIP1	chr1:179883778-179884692	225
TOR1AIP1	chr1:179883066-179883614	150
CEP350	chr1:180012075-180013833	1560
CEP350	chr1:179990837-179992062	345
XPR1	chr1:180803570-180806062	519
XPR1	chr1:180787854-180803393	333
KIAA1614	chr1:180917054-180917851	1950
CACNA1E	chr1:181733750-181736279	3843
CACNA1E	chr1:181755397-181755958	4980
CACNA1E	chr1:181776228-181778953	129
CACNA1E	chr1:181731235-181732384	3117
CACNA1E	chr1:181579224-181580738	924
CACNA1E	chr1:181759212-181762574	6162
CACNA1E	chr1:181577934-181579072	756
CACNA1E	chr1:181752239-181754898	4875
CACNA1E	chr1:181579224-181580142	906
CACNA1E	chr1:181737249-181737525	3975
CACNA1E	chr1:181736434-181737184	3993
DHX9	chr1:182877047-182878021	4845
LAMC1	chr1:183130549-183130829	4221
LAMC1	chr1:183128820-183130344	3780
LAMC1	chr1:183110654-183114491	1341
LAMC1	chr1:183124876-183125018	3015
LAMC2	chr1:183240198-183240302	4656
SMG7	chr1:183533326-183533702	1296
SMG7	chr1:183528027-183528968	705
SMG7	chr1:183529533-183533256	1122
SMG7	chr1:183526767-183527626	690
SMG7	chr1:183472649-183512841	42
SMG7	chr1:183515991-183517626	222
SMG7	chr1:183518682-183526596	405
SMG7	chr1:183544497-183545099	2721
RGL1	chr1:183805922-183806375	147
RGL1	chr1:183888577-183891431	2034
RGL1	chr1:183897897-183900128	2511
RGL1	chr1:183889240-183892077	2007
TSEN15	chr1:184054863-184058161	33
TSEN15	chr1:184051890-184054361	276
TSEN15	chr1:184054435-184072157	69
TSEN15	chr1:184054863-184070616	33
TSEN15	chr1:184070732-184072157	69
TSEN15	chr1:184058240-184072157	69
TSEN15	chr1:184054863-184072051	558
C1orf21	chr1:184477603-184507598	126
RNF2	chr1:185087640-185091565	177
RNF2	chr1:185091735-185093061	366
ODR4	chr1:186379884-186383060	225
ODR4	chr1:186394015-186398299	1878
ODR4	chr1:186388548-186389583	1206
ODR4	chr1:186390859-186391696	1356
ODR4	chr1:186399043-186406083	3180
PLA2G4A	chr1:186956181-186965409	2376
CDC73	chr1:193122561-193125112	135
CDC73	chr1:193138173-193141073	804
CDC73	chr1:193236356-193236965	2292
CDC73	chr1:193122606-193125112	135
PTPRC	chr1:198729171-198729634	99
PTPRC	chr1:198729765-198731617	1614
INAVA	chr1:200908418-200908730	1329
INAVA	chr1:200907887-200908116	1308
INAVA	chr1:200891701-200898392	360
INAVA	chr1:200908549-200908730	1329
NAV1	chr1:201787768-201788468	93
NAV1	chr1:201786577-201787653	4050
IPO9	chr1:201829353-201847279	315
IPO9	chr1:201852255-201853011	822
TIMM17A	chr1:201957574-201962804	315
RNPEP	chr1:201989044-201996147	411
RNPEP	chr1:201996409-201997319	2001
RNPEP	chr1:201983884-201988904	117
ELF3	chr1:202012759-202012857	642
PPP1R12B	chr1:202443127-202445046	2802
PPP1R12B	chr1:202495482-202495572	3822
PPP1R12B	chr1:202443127-202448989	2802
PPP1R12B	chr1:202422738-202425329	846
TMEM183A	chr1:203016140-203017756	894
TMEM183A	chr1:203016140-203018501	960
TMEM183A	chr1:203016140-203017759	924
PPFIA4	chr1:203049767-203051386	10893
PPFIA4	chr1:203076076-203076341	15045
ATP2B4	chr1:203709749-203710877	2478
LAX1	chr1:203772147-203773788	483
LAX1	chr1:203771477-203772072	567
LAX1	chr1:203771477-203771860	321
ZC3H11A	chr1:203850026-203850495	2265
ZC3H11A	chr1:203834102-203837966	1158
SOX13	chr1:204117707-204121871	1440
CDK18	chr1:205529563-205530186	2340
CDK18	chr1:205528168-205528663	2010
CDK18	chr1:205523297-205523508	252
MFSD4A	chr1:205579949-205580798	846
RHEX	chr1:206099959-206101136	264
RHEX	chr1:206101337-206101752	378
SRGAP2	chr1:206446299-206449747	6423
SRGAP2	chr1:206405350-206405680	4326
SRGAP2	chr1:206405754-206406377	3537
IKBKE	chr1:206474994-206476149	717
IKBKE	chr1:206474994-206476103	690
IKBKE	chr1:206480113-206480460	2019
IKBKE	chr1:206474994-206476066	741
IKBKE	chr1:206476362-206476598	1179
IKBKE	chr1:206485289-206487914	2481
IKBKE	chr1:206476366-206476678	876
IKBKE	chr1:206490881-206491648	2379
IKBKE	chr1:206474990-206476181	1035
IKBKE	chr1:206485306-206487877	2361
IKBKE	chr1:206490993-206491648	2379
RASSF5	chr1:206584684-206585061	1554
MAPKAPK2	chr1:206732084-206732575	1527
PFKFB2	chr1:207062078-207062547	291
PFKFB2	chr1:207070764-207071188	2772
PFKFB2	chr1:207062716-207063147	414
PFKFB2	chr1:207063829-207064964	963
C4BPB	chr1:207090040-207090311	141
C4BPB	chr1:207090040-207090308	141
CD55	chr1:207367487-207370709	297
CD55	chr1:207325721-207326796	600
CD55	chr1:207339417-207347132	1134
CD55	chr1:207339417-207385222	111
CD55	chr1:207370834-207372769	297
CD55	chr1:207337250-207337329	1107
CD55	chr1:207339417-207358516	297
CR2	chr1:207471499-207471854	9
CR2	chr1:207454955-207466526	441
CR2	chr1:207466905-207468527	852
CR1	chr1:207552051-207552752	2913
CR1	chr1:207496588-207505904	693
CR1	chr1:207533496-207534197	1563
CR1	chr1:207616848-207618071	5544
CR1L	chr1:207699847-207701519	1236
CR1L	chr1:207697873-207698685	1185
CD46	chr1:207790345-207793519	171
TRAF3IP3	chr1:209780606-209781350	3297
TRAF3IP3	chr1:209775736-209777356	2754
TRAF3IP3	chr1:209776124-209777352	783
TRAF3IP3	chr1:209775489-209775574	2103
TRAF3IP3	chr1:209773019-209775290	1662
UTP25	chr1:209833393-209835075	630
UTP25	chr1:209833369-209835075	822
UTP25	chr1:209830147-209830807	276
HHAT	chr1:210464620-210513153	2322
HHAT	chr1:210387581-210400473	714
RCOR3	chr1:211291599-211295676	3
RCOR3	chr1:211271874-211274210	153
RCOR3	chr1:211295753-211312720	3
RCOR3	chr1:211259860-211260108	612
RCOR3	chr1:211276418-211278124	810
RCOR3	chr1:211289396-211291524	3
RCOR3	chr1:211304140-211312355	2127
RCOR3	chr1:211260164-211266936	294
PPP2R5A	chr1:212356676-212356963	2382
PPP2R5A	chr1:212347406-212347974	1665
PPP2R5A	chr1:212334024-212342188	759
PPP2R5A	chr1:212348021-212348389	1659
PPP2R5A	chr1:212342280-212345790	1494
PPP2R5A	chr1:212329270-212333497	441
NENF	chr1:212433120-212442546	417
TATDN3	chr1:212813029-212815013	1284
TATDN3	chr1:212791987-212792918	60
TATDN3	chr1:212794840-212795095	87
TATDN3	chr1:212794800-212795095	66
FLVCR1	chr1:212864519-212872678	1629
FLVCR1	chr1:212863869-212870054	315
FLVCR1	chr1:212863869-212864393	315
VASH2	chr1:212967096-212972580	465
VASH2	chr1:212966345-212972599	495
VASH2	chr1:212966345-212966436	798
VASH2	chr1:212972961-212973424	1167
VASH2	chr1:212966345-212966510	882
RPS6KC1	chr1:213078079-213104454	516
SMYD2	chr1:214281427-214305192	399
SMYD2	chr1:214334836-214336704	1923
CENPF	chr1:214629176-214630534	1716
CENPF	chr1:214615028-214618364	603
KCTD3	chr1:215611921-215618861	1761
KCTD3	chr1:215577728-215577929	411
SPATA17	chr1:217683361-217741979	639
LYPLAL1	chr1:219174304-219179147	234
MTARC2	chr1:220755856-220761658	528
MTARC2	chr1:220755122-220761658	450
MTARC2	chr1:220780062-220780168	2127
MTARC2	chr1:220748803-220754368	285
MTARC1	chr1:220798065-220798152	90
MTARC1	chr1:220798275-220805052	669
MIA3	chr1:222663031-222663998	4419
MIA3	chr1:222644586-222645558	354
MIA3	chr1:222649791-222650292	696
BROX	chr1:222725569-222727168	867
BROX	chr1:222719359-222724100	312
BROX	chr1:222727257-222728672	663
BROX	chr1:222727257-222728759	696
BROX	chr1:222722514-222724100	408
DISP1	chr1:222942970-222983080	606
DISP1	chr1:222991647-222991855	951
CAPN2	chr1:223772239-223774277	3180
CAPN2	chr1:223761739-223762186	2253
DEGS1	chr1:224183831-224189577	189
CNIH4	chr1:224365991-224371330	552
PSEN2	chr1:226883919-226885461	639
PSEN2	chr1:226891849-226894007	1479
PSEN2	chr1:226890133-226890656	1251
PSEN2	chr1:226882048-226883710	306
PSEN2	chr1:226889049-226889758	1077
PSEN2	chr1:226884682-226885538	501
COQ8A	chr1:226982149-226982303	1362
SNAP47	chr1:227767083-227770417	1359
GUK1	chr1:228146938-228147410	342
GUK1	chr1:228141829-228145511	471
GUK1	chr1:228140363-228141124	156
GUK1	chr1:228141288-228145511	165
OBSCN	chr1:228356344-228359597	21483
OBSCN	chr1:228335851-228336200	51
RNF187	chr1:228488485-228488960	465
RNF187	chr1:228489056-228493053	897
COG2	chr1:230669122-230669356	1650
COG2	chr1:230668784-230668927	1716
COG2	chr1:230669535-230671259	2238
COG2	chr1:230679052-230682922	2712
COG2	chr1:230661557-230663141	687
COG2	chr1:230643040-230659464	270
ARV1	chr1:230979519-230988320	255
ARV1	chr1:230979256-230988320	192
ARV1	chr1:230988439-230990150	771
GNPAT	chr1:231265420-231265746	1005
GNPAT	chr1:231267911-231270758	2346
SPRTN	chr1:231338578-231339769	414
SPRTN	chr1:231348159-231351304	558
DISC1	chr1:231819150-231958828	3159
DISC1	chr1:231626934-231693830	135
NTPCR	chr1:232970118-232976302	921
NTPCR	chr1:232951132-232955557	147
NTPCR	chr1:232956447-232969909	345
COA6	chr1:234374009-234374230	225
TBCE	chr1:235433171-235434204	1038
TBCE	chr1:235414618-235427140	12
TBCE	chr1:235342346-235342836	3
TBCE	chr1:235342883-235363014	741
GPR137B	chr1:236180028-236183782	1857
GPR137B	chr1:236205250-236207133	9
LGALS8	chr1:236537585-236538886	207
LGALS8	chr1:236545293-236548012	2907
KMO	chr1:241565058-241566567	1476
KMO	chr1:241586736-241587777	21
KMO	chr1:241586736-241588773	1920
KMO	chr1:241586740-241588748	1962
EXO1	chr1:241861502-241866585	2013
EXO1	chr1:241857482-241858630	972
EXO1	chr1:241858718-241860484	1656
EXO1	chr1:241850586-241852049	165
SDCCAG8	chr1:243308177-243316502	2019
SDCCAG8	chr1:243304777-243307787	1878
SDCCAG8	chr1:243256240-243270092	171
CATSPERE	chr1:244461515-244463908	69
DESI2	chr1:244689342-244691881	291
DESI2	chr1:244689342-244691884	288
DESI2	chr1:244686669-244691879	174
COX20	chr1:244835736-244841944	30
COX20	chr1:244842058-244842199	342
EFCAB2	chr1:245059458-245075574	6
EFCAB2	chr1:245017326-245027889	6
EFCAB2	chr1:245082166-245083442	342
EFCAB2	chr1:245017326-245022169	6
EFCAB2	chr1:245075611-245082083	6
EFCAB2	chr1:245083688-245083940	6
CNST	chr1:246632361-246633924	858
SCCPDH	chr1:246764344-246766058	2529
PGBD2	chr1:248914559-248916602	21
