Gene_name	Intron_coord	PTC_position	Exon_length
HIPK1	chr1:113962438-113962635	852	885
HIPK1	chr1:113941085-113952766	114	123
HIPK1	chr1:113962682-113963387	195	366
HIPK1	chr1:113940566-113952766	114	123
HIPK1	chr1:113952889-113954626	81	144
VANGL1	chr1:115651488-115659641	120	132
SLC22A15	chr1:116027216-116031366	189	324
SLC22A15	chr1:116027216-116031403	189	324
SLC22A15	chr1:116064512-116066520	96	189
TTF2	chr1:117097433-117098206	699	702
TTF2	chr1:117090623-117091324	48	87
TTF2	chr1:117060561-117062387	0	108
TTF2	chr1:117098238-117098833	801	888
PHGDH	chr1:119727102-119729509	0	45
PHGDH	chr1:119724967-119726851	0	45
PHGDH	chr1:119724957-119726851	0	45
PHGDH	chr1:119724469-119726851	0	45
PHGDH	chr1:119723441-119724319	0	45
PHGDH	chr1:119712160-119721267	0	54
PHGDH	chr1:119724875-119726851	0	45
PHGDH	chr1:119723441-119724785	0	45
PHGDH	chr1:119721654-119723376	327	483
PHGDH	chr1:119712160-119721256	117	132
PHGDH	chr1:119721334-119723376	9	165
PHGDH	chr1:119729633-119734634	0	45
NBPF8	chr1:120455460-120459292	198	240
NBPF8	chr1:120460624-120461334	81	93
NBPF8	chr1:120459530-120460497	78	129
NBPF26	chr1:120832983-120833683	81	93
FAM72D	chr1:145099739-145103007	669	753
FAM72D	chr1:145099065-145103073	57	60
GPR89A	chr1:145616293-145618111	249	312
GPR89A	chr1:145623160-145623593	60	123
GPR89A	chr1:145643978-145645647	570	627
GPR89A	chr1:145616293-145618299	105	123
POLR3C	chr1:145840165-145840974	60	99
POLR3C	chr1:145826492-145826820	3	186
POLR3C	chr1:145833364-145833474	51	108
NUDT17	chr1:145847719-145848095	138	171
NBPF12	chr1:146979010-146982853	198	240
NBPF12	chr1:146983011-146984134	147	171
CHD1L	chr1:147255927-147259837	102	123
CHD1L	chr1:147243167-147252623	117	462
CHD1L	chr1:147252735-147254898	69	78
CHD1L	chr1:147271195-147272171	147	264
CHD1L	chr1:147272281-147272447	3	102
CHD1L	chr1:147294014-147294384	3	102
CHD1L	chr1:147271113-147272171	66	183
CHD1L	chr1:147286432-147287635	93	99
CHD1L	chr1:147293722-147293925	453	594
CHD1L	chr1:147259918-147264429	153	156
CHD1L	chr1:147272630-147275354	327	459
CHD1L	chr1:147266801-147267426	675	870
CHD1L	chr1:147256570-147259837	3	39
GPR89B	chr1:147943544-147943977	60	123
GPR89B	chr1:147966663-147968358	69	81
GPR89B	chr1:147966663-147968332	69	81
GPR89B	chr1:147936686-147938505	249	312
PDE4DIP	chr1:148889894-148931800	45	78
PDE4DIP	chr1:149018661-149019491	786	846
PDE4DIP	chr1:149031224-149031944	678	993
PDE4DIP	chr1:148889894-148937747	45	78
PDE4DIP	chr1:148979849-149026715	81	90
ENSG00000286185	chr1:149482226-149486055	198	240
NBPF19	chr1:149482226-149486055	198	240
VPS45	chr1:150068356-150068630	324	498
VPS45	chr1:150067950-150068610	123	153
VPS45	chr1:150143066-150144709	105	231
VPS45	chr1:150077360-150077669	27	267
VPS45	chr1:150082951-150091937	51	234
VPS45	chr1:150092409-150093534	21	114
VPS45	chr1:150082051-150082716	45	168
VPS45	chr1:150077779-150081407	51	69
PLEKHO1	chr1:150157015-150157372	90	114
PLEKHO1	chr1:150156206-150156859	138	156
C1orf54	chr1:150275799-150276527	96	105
C1orf54	chr1:150272863-150273848	246	324
PRPF3	chr1:150325881-150327557	846	909
PRPF3	chr1:150338326-150340403	24	75
PRPF3	chr1:150344261-150344376	105	174
PRPF3	chr1:150346501-150349157	57	63
TARS2	chr1:150487516-150487862	120	192
TARS2	chr1:150491511-150492411	777	837
TARS2	chr1:150487490-150487858	144	198
SETDB1	chr1:150927974-150929998	45	123
BNIPL	chr1:151043727-151044880	63	93
BNIPL	chr1:151045033-151045797	63	93
GABPB2	chr1:151107222-151117415	78	102
GABPB2	chr1:151088297-151090458	63	114
SCNM1	chr1:151167414-151168194	114	147
SCNM1	chr1:151167414-151168149	114	192
PIP5K1A	chr1:151233398-151234197	615	846
PIP5K1A	chr1:151199187-151224245	69	189
PIP5K1A	chr1:151199187-151224248	69	189
PSMD4	chr1:151266198-151266308	42	195
ZNF687	chr1:151282410-151286275	294	339
PSMB4	chr1:151400185-151400442	141	147
SNX27	chr1:151612512-151658235	114	195
SNX27	chr1:151612441-151638888	213	231
SNX27	chr1:151612381-151638888	213	231
SNX27	chr1:151639105-151658235	183	192
SNX27	chr1:151666011-151668519	33	117
SNX27	chr1:151658427-151659584	111	138
SNX27	chr1:151683445-151689385	111	138
SNX27	chr1:151689446-151692435	111	138
OAZ3	chr1:151767299-151767960	219	273
SNAPIN	chr1:153658886-153659119	12	66
NPR1	chr1:153687356-153687590	177	201
NPR1	chr1:153682197-153682498	312	492
NPR1	chr1:153683240-153683376	552	744
INTS3	chr1:153760918-153761020	597	657
INTS3	chr1:153757763-153761570	123	126
INTS3	chr1:153761109-153761570	186	282
INTS3	chr1:153765063-153767720	72	108
INTS3	chr1:153729299-153740651	273	663
CREB3L4	chr1:153968682-153968930	228	246
CREB3L4	chr1:153969753-153972744	249	420
RPS27	chr1:153990802-153990914	180	309
RPS27	chr1:153991034-153991115	120	237
UBAP2L	chr1:154241797-154243217	186	285
ATP8B2	chr1:154328172-154330325	93	99
ATP8B2	chr1:154331505-154331578	33	102
ATP8B2	chr1:154329312-154330396	138	324
ATP8B2	chr1:154337544-154340537	144	528
ATP8B2	chr1:154344254-154344373	60	129
ATP8B2	chr1:154331467-154331606	33	72
IL6R	chr1:154434700-154434995	156	162
CKS1B	chr1:154975624-154977987	795	879
CKS1B	chr1:154975608-154977987	777	861
CKS1B	chr1:154975104-154977987	273	357
FLAD1	chr1:154988849-154989580	102	129
FLAD1	chr1:154990528-154992565	195	222
ADAM15	chr1:155061193-155061415	66	75
ADAM15	chr1:155054506-155055787	63	66
ADAM15	chr1:155053988-155054083	96	144
ADAM15	chr1:155054506-155055702	84	150
ADAM15	chr1:155051465-155052517	96	261
ADAM15	chr1:155060832-155061114	369	375
ADAM15	chr1:155062117-155062245	96	213
EFNA4	chr1:155064560-155066730	618	735
EFNA4-EFNA3	chr1:155085642-155085877	228	552
EFNA3	chr1:155085642-155085877	228	552
SLC50A1	chr1:155136396-155137561	126	162
TRIM46	chr1:155175272-155175386	414	459
TRIM46	chr1:155174641-155175386	603	675
MTX1	chr1:155210435-155210548	162	183
MTX1	chr1:155211546-155212127	885	999
HCN3	chr1:155285852-155287173	150	165
HCN3	chr1:155282840-155283951	147	183
FDPS	chr1:155310453-155312255	231	411
RUSC1	chr1:155325490-155325601	54	72
MSTO1	chr1:155610961-155611039	285	537
MSTO1	chr1:155612975-155613092	117	141
MSTO1	chr1:155611852-155611983	9	117
MSTO1	chr1:155612570-155612806	162	168
MSTO1	chr1:155611291-155611427	96	177
MSTO1	chr1:155611827-155611921	165	180
MSTO1	chr1:155613233-155613466	0	102
MSTO1	chr1:155610332-155610394	66	72
MSTO1	chr1:155611827-155611988	9	114
MSTO1	chr1:155610332-155610381	3	180
MSTO1	chr1:155612570-155612867	24	108
MSTO1	chr1:155611291-155611411	177	192
MSTO1	chr1:155610337-155610425	3	138
DAP3	chr1:155726019-155726134	3	81
LMNA	chr1:156126949-156130617	720	744
LMNA	chr1:156134523-156134805	159	171
LMNA	chr1:156137203-156137654	45	90
LMNA	chr1:156136549-156136921	48	108
SEMA4A	chr1:156158486-156158702	90	117
SEMA4A	chr1:156160638-156160905	42	195
SEMA4A	chr1:156154985-156156414	153	162
SEMA4A	chr1:156158486-156158672	147	153
PMF1	chr1:156213176-156220677	132	150
PMF1	chr1:156225668-156232320	132	150
TMEM79	chr1:156285267-156285525	939	951
TTC24	chr1:156585203-156585713	90	114
TTC24	chr1:156583170-156583322	81	129
TTC24	chr1:156583959-156584877	54	162
NAXE	chr1:156591986-156592105	21	105
BCAN	chr1:156647394-156647508	120	594
BCAN	chr1:156647175-156647346	303	336
METTL25B	chr1:156734459-156735725	150	186
METTL25B	chr1:156733625-156734009	45	249
PRCC	chr1:156791133-156791697	267	282
PRCC	chr1:156768239-156782286	510	567
CD1D	chr1:158183156-158183931	72	105
CD1D	chr1:158182434-158182878	159	279
CD1D	chr1:158182177-158182878	276	279
ATP1A4	chr1:160167429-160171251	144	192
ATP1A4	chr1:160176562-160177519	138	144
NCSTN	chr1:160350250-160351696	462	510
NCSTN	chr1:160353501-160354118	255	342
NCSTN	chr1:160353237-160353323	957	966
NCSTN	chr1:160350250-160351200	96	111
NCSTN	chr1:160343481-160344476	225	351
NCSTN	chr1:160356754-160357129	93	123
NCSTN	chr1:160343888-160344722	372	492
NCSTN	chr1:160344614-160344722	780	912
SLAMF7	chr1:160739750-160748194	117	447
LY9	chr1:160819374-160823362	423	435
LY9	chr1:160800082-160813581	225	330
LY9	chr1:160824289-160827748	216	237
LY9	chr1:160827019-160827748	216	237
LY9	chr1:160796311-160799686	390	396
NIT1	chr1:161118239-161118786	57	63
NIT1	chr1:161119388-161119493	63	120
NIT1	chr1:161118237-161118786	54	60
NIT1	chr1:161118209-161118786	27	33
UFC1	chr1:161154070-161156950	42	69
USP21	chr1:161162726-161162923	129	153
USP21	chr1:161163981-161164168	15	81
USP21	chr1:161163922-161164164	84	87
PPOX	chr1:161167486-161167610	324	519
PPOX	chr1:161170949-161176849	144	330
PPOX	chr1:161168127-161168445	105	189
PPOX	chr1:161168127-161168413	156	162
PPOX	chr1:161167234-161167995	0	39
PPOX	chr1:161167707-161167995	216	336
PPOX	chr1:161167234-161167355	108	132
PPOX	chr1:161167234-161167339	132	147
PPOX	chr1:161167234-161168993	642	726
NDUFS2	chr1:161212480-161213090	339	384
NDUFS2	chr1:161202480-161203403	126	141
NDUFS2	chr1:161214020-161214156	78	156
NDUFS2	chr1:161210710-161212403	69	78
NDUFS2	chr1:161209595-161209843	75	87
NDUFS2	chr1:161214053-161214156	111	189
NDUFS2	chr1:161212654-161213090	339	384
NDUFS2	chr1:161214032-161214156	90	168
NDUFS2	chr1:161212480-161213087	384	387
TOMM40L	chr1:161227989-161228212	3	78
SDHC	chr1:161314874-161323614	444	468
FCGR2A	chr1:161511602-161513895	636	768
FCGR2A	chr1:161514600-161517975	588	705
FCGR2A	chr1:161510074-161510841	57	117
FCGR2A	chr1:161506707-161509820	66	375
FCGR2A	chr1:161514874-161517975	864	981
FCGR2A	chr1:161518137-161519589	15	33
FCGR2C	chr1:161581549-161588422	219	258
FCGR2C	chr1:161589819-161591144	219	258
FCGR2C	chr1:161590218-161591144	618	657
FCGR2C	chr1:161588442-161589562	219	258
FCGR2C	chr1:161588442-161589565	219	255
FCGR2C	chr1:161589819-161590081	219	258
FCGR2B	chr1:161671718-161672975	18	327
FCGR2B	chr1:161673229-161673464	549	609
FCRLA	chr1:161710863-161711208	258	267
FCRLA	chr1:161707343-161710545	336	369
FCRLA	chr1:161707343-161710440	336	474
DUSP12	chr1:161750145-161751655	57	129
DUSP12	chr1:161750145-161751676	57	108
ATF6	chr1:161778316-161781912	48	90
ATF6	chr1:161778695-161781912	360	453
ATF6	chr1:161792155-161802052	96	219
UHMK1	chr1:162498268-162500064	156	183
UHMK1	chr1:162498072-162499955	288	291
UAP1	chr1:162590515-162597792	0	195
DDR2	chr1:162772247-162773396	114	201
DDR2	chr1:162756638-162759796	864	975
HSD17B7	chr1:162806290-162812298	771	897
HSD17B7	chr1:162796677-162797828	84	90
HSD17B7	chr1:162799937-162802832	687	702
HSD17B7	chr1:162790835-162792565	288	300
NUF2	chr1:163343870-163345682	15	135
NUF2	chr1:163339477-163340368	135	138
NUF2	chr1:163328304-163328458	381	450
NUF2	chr1:163327562-163327898	387	405
NUF2	chr1:163328530-163328846	222	303
NUF2	chr1:163327930-163328228	351	441
MGST3	chr1:165652035-165653697	561	654
UCK2	chr1:165904167-165905921	837	987
POGK	chr1:166846810-166847494	33	198
POU2F1	chr1:167412946-167413026	636	987
POU2F1	chr1:167413971-167415500	849	948
POU2F1	chr1:167396576-167397994	141	291
MPZL1	chr1:167772488-167773238	30	132
DCAF6	chr1:168002575-168003902	75	87
DCAF6	chr1:168045227-168063646	57	114
DCAF6	chr1:167937252-167951800	198	339
BLZF1	chr1:169377235-169378330	198	696
BLZF1	chr1:169378480-169380481	123	129
C1orf112	chr1:169806088-169807897	27	33
C1orf112	chr1:169850566-169851817	105	300
C1orf112	chr1:169847803-169849505	54	99
C1orf112	chr1:169807929-169821400	351	360
C1orf112	chr1:169827840-169829339	102	111
GORAB	chr1:170532627-170533464	93	402
GORAB	chr1:170532403-170533464	141	186
GORAB	chr1:170532627-170539210	93	402
GORAB	chr1:170539571-170542491	39	102
GORAB	chr1:170532403-170539210	282	357
FMO4	chr1:171332908-171334599	153	165
PRRC2C	chr1:171522556-171523221	291	378
METTL13	chr1:171784039-171785879	111	198
METTL13	chr1:171787930-171790000	468	618
METTL13	chr1:171784499-171785887	156	192
SUCO	chr1:172603150-172608747	327	456
SUCO	chr1:172553305-172555869	99	156
KLHL20	chr1:173753554-173755923	237	342
KLHL20	chr1:173756878-173756976	807	957
KLHL20	chr1:173756038-173756798	321	363
DARS2	chr1:173856856-173857518	90	189
RABGAP1L	chr1:174252773-174272414	177	294
RABGAP1L	chr1:174250632-174251790	789	801
RABGAP1L	chr1:174958173-174969277	618	717
TEX35	chr1:178515915-178516593	30	81
RALGPS2	chr1:178885204-178885969	135	153
FAM20B	chr1:179044841-179050279	612	993
FAM20B	chr1:179050632-179054529	255	354
FAM20B	chr1:179054634-179063927	96	171
TOR3A	chr1:179082387-179082719	300	336
TOR3A	chr1:179082335-179082940	69	114
TOR3A	chr1:179082387-179082785	219	270
AXDND1	chr1:179528431-179532970	894	906
TOR1AIP1	chr1:179904767-179907823	735	801
TOR1AIP1	chr1:179883760-179884692	669	894
TOR1AIP1	chr1:179884769-179887829	15	102
TOR1AIP1	chr1:179883308-179884692	216	804
TOR1AIP1	chr1:179904022-179904652	15	102
TOR1AIP1	chr1:179887959-179889313	15	102
TOR1AIP1	chr1:179883778-179884692	687	912
CEP350	chr1:180012075-180013833	546	672
CEP350	chr1:179990837-179992062	147	330
XPR1	chr1:180803570-180806062	105	150
XPR1	chr1:180787854-180803393	177	219
KIAA1614	chr1:180917054-180917851	111	144
CACNA1E	chr1:181733750-181736279	123	156
CACNA1E	chr1:181755397-181755958	117	138
CACNA1E	chr1:181776228-181778953	585	588
CACNA1E	chr1:181731235-181732384	447	651
CACNA1E	chr1:181579224-181580738	96	105
CACNA1E	chr1:181759212-181762574	330	453
CACNA1E	chr1:181577934-181579072	33	171
CACNA1E	chr1:181752239-181754898	423	498
CACNA1E	chr1:181579224-181580142	606	636
CACNA1E	chr1:181737249-181737525	810	975
CACNA1E	chr1:181736434-181737184	447	471
DHX9	chr1:182877047-182878021	138	216
LAMC1	chr1:183130549-183130829	507	549
LAMC1	chr1:183128820-183130344	54	225
LAMC1	chr1:183110654-183114491	213	228
LAMC1	chr1:183124876-183125018	471	534
SMG7	chr1:183533326-183533702	114	132
SMG7	chr1:183528027-183528968	60	75
SMG7	chr1:183529533-183533256	63	69
SMG7	chr1:183526767-183527626	330	402
SMG7	chr1:183472649-183512841	15	30
SMG7	chr1:183515991-183517626	150	195
SMG7	chr1:183518682-183526596	768	996
SMG7	chr1:183544497-183545099	180	213
RGL1	chr1:183805922-183806375	477	624
RGL1	chr1:183888577-183891431	699	732
RGL1	chr1:183897897-183900128	39	108
RGL1	chr1:183889240-183892077	657	765
TSEN15	chr1:184054863-184058161	75	84
TSEN15	chr1:184051890-184054361	69	75
TSEN15	chr1:184054435-184072157	27	96
TSEN15	chr1:184054863-184070616	75	84
TSEN15	chr1:184070732-184072157	27	96
TSEN15	chr1:184058240-184072157	27	96
TSEN15	chr1:184054863-184072051	189	261
C1orf21	chr1:184477603-184507598	51	84
RNF2	chr1:185087640-185091565	171	174
RNF2	chr1:185091735-185093061	180	216
ODR4	chr1:186379884-186383060	69	96
ODR4	chr1:186394015-186398299	120	141
ODR4	chr1:186388548-186389583	75	141
ODR4	chr1:186390859-186391696	63	96
ODR4	chr1:186399043-186406083	120	186
PLA2G4A	chr1:186956181-186965409	120	183
CDC73	chr1:193122561-193125112	225	360
CDC73	chr1:193138173-193141073	864	996
CDC73	chr1:193122606-193125112	270	405
PTPRC	chr1:198729171-198729634	33	132
PTPRC	chr1:198729765-198731617	570	630
CAMSAP2	chr1:200847292-200852541	105	129
INAVA	chr1:200908418-200908730	441	585
INAVA	chr1:200907887-200908116	756	825
INAVA	chr1:200891701-200898392	96	123
INAVA	chr1:200908549-200908730	573	717
NAV1	chr1:201787768-201788468	240	297
NAV1	chr1:201786577-201787653	933	987
IPO9	chr1:201829353-201847279	33	60
IPO9	chr1:201852255-201853011	57	153
TIMM17A	chr1:201957574-201962804	918	942
RNPEP	chr1:201996409-201997319	33	264
RNPEP	chr1:201983884-201988904	303	420
ELF3	chr1:202012759-202012857	135	180
PPP1R12B	chr1:202443127-202445046	510	681
PPP1R12B	chr1:202495482-202495572	105	111
PPP1R12B	chr1:202443127-202448989	510	681
PPP1R12B	chr1:202422738-202425329	381	396
TMEM183A	chr1:203016140-203017756	801	804
TMEM183A	chr1:203016140-203018501	147	156
TMEM183A	chr1:203016140-203017759	768	801
PPFIA4	chr1:203049767-203051386	423	492
PPFIA4	chr1:203048980-203049147	573	621
PPFIA4	chr1:203051489-203051769	84	93
PPFIA4	chr1:203059851-203060305	30	111
PPFIA4	chr1:203056178-203056375	6	57
PPFIA4	chr1:203056178-203056452	210	216
PPFIA4	chr1:203048980-203049165	573	603
ATP2B4	chr1:203709749-203710877	201	447
LAX1	chr1:203771477-203771860	228	288
ZC3H11A	chr1:203850026-203850495	165	186
ZC3H11A	chr1:203834102-203837966	192	312
SOX13	chr1:204117707-204121871	84	114
CDK18	chr1:205529563-205530186	84	162
CDK18	chr1:205528168-205528663	393	435
CDK18	chr1:205523297-205523508	84	207
MFSD4A	chr1:205579949-205580798	75	168
RHEX	chr1:206099959-206101136	153	306
RHEX	chr1:206101337-206101752	78	201
SRGAP2	chr1:206446299-206449747	615	720
SRGAP2	chr1:206405350-206405680	825	894
SRGAP2	chr1:206405754-206406377	225	504
IKBKE	chr1:206474994-206476149	168	213
IKBKE	chr1:206474994-206476103	243	261
IKBKE	chr1:206480113-206480460	33	75
IKBKE	chr1:206474994-206476066	228	297
IKBKE	chr1:206476362-206476598	99	240
IKBKE	chr1:206485289-206487914	9	75
IKBKE	chr1:206476366-206476678	144	162
IKBKE	chr1:206490881-206491648	18	63
IKBKE	chr1:206474990-206476181	168	180
IKBKE	chr1:206485306-206487877	9	114
IKBKE	chr1:206490993-206491648	129	174
MAPKAPK2	chr1:206732084-206732575	144	246
PFKFB2	chr1:207062078-207062547	90	171
PFKFB2	chr1:207070764-207071188	246	483
PFKFB2	chr1:207062716-207063147	30	75
PFKFB2	chr1:207063829-207064964	153	195
C4BPB	chr1:207090040-207090311	366	507
C4BPB	chr1:207090040-207090308	366	507
CD55	chr1:207367487-207370709	147	189
CD55	chr1:207325721-207326796	18	42
CD55	chr1:207339417-207347132	147	189
CD55	chr1:207339417-207385222	33	81
CD55	chr1:207370834-207372769	147	189
CD55	chr1:207337250-207337329	303	558
CD55	chr1:207339417-207358516	147	189
CR2	chr1:207471499-207471854	165	174
CR2	chr1:207454955-207466526	96	537
CR2	chr1:207466905-207468527	156	189
CR1	chr1:207552051-207552752	96	102
CR1	chr1:207496588-207505904	129	180
CR1	chr1:207533496-207534197	96	102
CR1	chr1:207616848-207618071	39	273
CR1L	chr1:207699847-207701519	564	660
CR1L	chr1:207697873-207698685	546	591
CD46	chr1:207768772-207770321	924	993
CD46	chr1:207767195-207769948	264	414
TRAF3IP3	chr1:209780606-209781350	75	108
TRAF3IP3	chr1:209775736-209777356	108	132
TRAF3IP3	chr1:209776124-209777352	123	135
TRAF3IP3	chr1:209775489-209775574	147	162
UTP25	chr1:209833393-209835075	9	210
UTP25	chr1:209833369-209835075	66	87
UTP25	chr1:209830147-209830807	150	237
HHAT	chr1:210464620-210513153	27	36
HHAT	chr1:210387581-210400473	0	189
RCOR3	chr1:211291599-211295676	75	78
RCOR3	chr1:211271874-211274210	537	642
RCOR3	chr1:211295753-211312720	75	78
RCOR3	chr1:211259860-211260108	45	57
RCOR3	chr1:211276418-211278124	93	117
RCOR3	chr1:211289396-211291524	75	78
RCOR3	chr1:211304140-211312355	582	606
RCOR3	chr1:211260164-211266936	864	936
PPP2R5A	chr1:212356676-212356963	84	105
PPP2R5A	chr1:212347406-212347974	513	525
PPP2R5A	chr1:212334024-212342188	345	528
PPP2R5A	chr1:212348021-212348389	609	675
PPP2R5A	chr1:212342280-212345790	114	144
PPP2R5A	chr1:212329270-212333497	69	93
NENF	chr1:212433120-212442546	15	78
ATF3	chr1:212615060-212615152	33	42
ATF3	chr1:212619266-212619358	18	27
TATDN3	chr1:212813029-212815013	633	780
TATDN3	chr1:212791987-212792918	3	63
TATDN3	chr1:212794840-212795095	6	93
TATDN3	chr1:212794800-212795095	21	33
FLVCR1	chr1:212864519-212872678	642	795
FLVCR1	chr1:212863869-212870054	105	147
FLVCR1	chr1:212863869-212864393	105	147
VASH2	chr1:212967096-212972580	669	828
VASH2	chr1:212966345-212972599	249	363
VASH2	chr1:212972961-212973424	627	645
RPS6KC1	chr1:213078079-213104454	255	384
SMYD2	chr1:214281427-214305192	3	60
SMYD2	chr1:214334836-214336704	516	639
CENPF	chr1:214629176-214630534	69	129
CENPF	chr1:214615028-214618364	249	333
KCTD3	chr1:215611921-215618861	174	210
KCTD3	chr1:215577728-215577929	105	153
SPATA17	chr1:217683361-217741979	93	120
LYPLAL1	chr1:219174304-219179147	180	414
MARK1	chr1:220581118-220598303	3	75
MTARC2	chr1:220755856-220761658	654	912
MTARC2	chr1:220755122-220761658	159	162
MTARC2	chr1:220748803-220754368	738	753
MTARC1	chr1:220798065-220798152	84	174
MTARC1	chr1:220798275-220805052	204	402
MIA3	chr1:222663031-222663998	672	780
MIA3	chr1:222644586-222645558	18	24
MIA3	chr1:222649791-222650292	864	963
BROX	chr1:222725569-222727168	87	90
BROX	chr1:222719359-222724100	57	66
BROX	chr1:222727257-222728672	141	156
BROX	chr1:222727257-222728759	21	69
BROX	chr1:222722514-222724100	57	66
DISP1	chr1:222942970-222983080	18	123
DISP1	chr1:222991647-222991855	222	258
CAPN2	chr1:223761739-223762186	102	159
DEGS1	chr1:224183831-224189577	306	495
DNAH14	chr1:224929835-224952685	54	96
DNAH14	chr1:225351883-225358496	24	27
PSEN2	chr1:226883919-226885461	75	219
PSEN2	chr1:226891849-226894007	108	117
PSEN2	chr1:226890133-226890656	624	705
PSEN2	chr1:226882048-226883710	186	210
PSEN2	chr1:226889049-226889758	369	375
PSEN2	chr1:226890965-226891278	822	930
PSEN2	chr1:226891365-226891743	84	102
COQ8A	chr1:226982149-226982303	249	462
GUK1	chr1:228146938-228147410	105	135
GUK1	chr1:228141829-228145511	84	114
GUK1	chr1:228140363-228141124	594	705
GUK1	chr1:228141288-228145511	819	984
OBSCN	chr1:228356344-228359597	147	195
OBSCN	chr1:228335851-228337004	24	33
OBSCN	chr1:228276173-228276450	84	414
OBSCN	chr1:228295043-228298386	264	333
RNF187	chr1:228488485-228488960	531	996
COG2	chr1:230669122-230669356	267	447
COG2	chr1:230668784-230668927	585	609
COG2	chr1:230669535-230671259	306	381
COG2	chr1:230679052-230682922	684	714
COG2	chr1:230661557-230663141	651	798
COG2	chr1:230684440-230685085	765	867
ARV1	chr1:230979519-230988320	252	414
ARV1	chr1:230979256-230988320	78	120
ARV1	chr1:230988439-230990150	12	114
GNPAT	chr1:231265420-231265746	12	42
GNPAT	chr1:231267911-231270758	0	234
SPRTN	chr1:231338578-231339769	75	99
SPRTN	chr1:231348159-231351304	228	363
DISC1	chr1:231819150-231958828	624	822
DISC1	chr1:231626934-231693830	906	975
NTPCR	chr1:232951132-232955557	273	420
NTPCR	chr1:232956447-232969909	162	210
COA6	chr1:234374009-234374230	318	543
TBCE	chr1:235433171-235434204	27	78
TBCE	chr1:235414618-235427140	84	96
TBCE	chr1:235342346-235342836	90	93
TBCE	chr1:235434280-235437322	36	69
TBCE	chr1:235413997-235414433	84	96
TBCE	chr1:235427239-235434204	84	96
TBCE	chr1:235380149-235413876	549	594
TBCE	chr1:235442961-235448349	0	111
TBCE	chr1:235414618-235434204	84	96
TBCE	chr1:235438926-235441814	51	69
GPR137B	chr1:236180028-236183782	117	123
GPR137B	chr1:236205250-236207133	45	54
LGALS8	chr1:236537585-236538886	174	204
LGALS8	chr1:236545293-236548012	342	546
KMO	chr1:241565058-241566567	6	45
KMO	chr1:241586736-241587777	48	57
KMO	chr1:241586736-241588773	51	57
KMO	chr1:241586740-241588748	39	84
EXO1	chr1:241861502-241866585	465	471
EXO1	chr1:241857482-241858630	48	87
EXO1	chr1:241858718-241860484	186	219
EXO1	chr1:241850586-241852049	357	363
SDCCAG8	chr1:243308177-243316502	372	393
SDCCAG8	chr1:243304777-243307787	324	393
SDCCAG8	chr1:243256240-243270092	60	165
CATSPERE	chr1:244461515-244463908	15	84
DESI2	chr1:244689342-244691881	99	141
DESI2	chr1:244689342-244691884	99	138
DESI2	chr1:244686669-244691879	123	141
COX20	chr1:244835736-244841944	105	114
EFCAB2	chr1:245059458-245075574	78	84
EFCAB2	chr1:245017326-245027889	78	84
EFCAB2	chr1:245082166-245083442	0	84
EFCAB2	chr1:245017326-245022169	78	84
EFCAB2	chr1:245075611-245082083	78	84
EFCAB2	chr1:245083688-245083940	78	84
CNST	chr1:246632361-246633924	402	468
PGBD2	chr1:248914559-248916602	675	696
